1300, 0.719098
1299.42, 0.708398
1298.84, 0.691701
1298.27, 0.692581
1297.69, 0.710157
1297.11, 0.719087
1296.54, 0.705241
1295.96, 0.686996
1295.39, 0.690241
1294.82, 0.71092
1294.24, 0.719097
1293.67, 0.701191
1293.1, 0.681023
1292.52, 0.687415
1291.95, 0.712125
1291.38, 0.719156
1290.81, 0.695669
1290.24, 0.672889
1289.67, 0.683723
1289.1, 0.714099
1288.53, 0.719304
1287.97, 0.687402
1287.4, 0.660588
1286.83, 0.678283
1286.27, 0.717618
1285.7, 0.71958
1285.13, 0.67292
1284.57, 0.638466
1284.01, 0.668503
1283.44, 0.725067
1282.88, 0.71969
1282.31, 0.638386
1281.75, 0.582171
1281.19, 0.641934
1280.63, 0.748912
1280.07, 0.709064
1279.51, 0.422873
1278.95, 0.0463952
1278.39, 0.118765
1277.83, 0.0829903
1277.27, 0.499855
1276.71, 0.821087
1276.15, 0.873568
1275.6, 0.750278
1275.04, 0.659163
1274.48, 0.691784
1273.93, 0.767951
1273.37, 0.777788
1272.82, 0.720046
1272.27, 0.679119
1271.71, 0.702212
1271.16, 0.746193
1270.61, 0.748071
1270.05, 0.709644
1269.5, 0.685726
1268.95, 0.70487
1268.4, 0.734936
1267.85, 0.733063
1267.3, 0.704063
1266.75, 0.68881
1266.2, 0.70559
1265.65, 0.727663
1265.1, 0.72363
1264.56, 0.700384
1264.01, 0.690427
1263.46, 0.705511
1262.92, 0.722285
1262.37, 0.716896
1261.83, 0.697642
1261.28, 0.69127
1260.74, 0.705
1260.19, 0.71794
1259.65, 0.71167
1259.11, 0.695424
1258.57, 0.691637
1258.02, 0.704204
1257.48, 0.714207
1256.94, 0.707368
1256.4, 0.693521
1255.86, 0.691673
1255.32, 0.703197
1254.78, 0.710857
1254.24, 0.703668
1253.71, 0.691812
1253.17, 0.691457
1252.63, 0.702014
1252.09, 0.707753
1251.56, 0.700379
1251.02, 0.690223
1250.49, 0.691032
1249.95, 0.700676
1249.42, 0.704808
1248.88, 0.697375
1248.35, 0.688703
1247.82, 0.690423
1247.28, 0.699194
1246.75, 0.701965
1246.22, 0.694573
1245.69, 0.687213
1245.16, 0.689644
1244.63, 0.697574
1244.1, 0.69918
