-149.874371,61.181119,"HD - ANCHORAGE -
 Store 1301","515 E TUDOR ROAD
ANCHORAGE, AK  99503
(907) 563-9800"
-149.848077,61.143424,"HD - ANCHORAGE -
 Store 8940","1715 ABBOTT ROAD
ANCHORAGE, AK  99507
(907) 644-5646"
-149.814411,61.217629,"HD - ANCHORAGE -
 Store 1302","400 RODEO PLACE
ANCHORAGE, AK  99508
(907) 276-2006"
-147.737252,64.852227,"HD - FAIRBANKS -
 Store 1303","601 JOHANSEN EXPRESSWAY
FAIRBANKS, AK  99701
(907) 451-9003"
-134.481288,58.35787,"HD - JUNEAU -
 Store 8939","5201 COMMERCIAL BLVD
JUNEAU, AK  99801
(907) 463-5034"
-151.235805,60.560034,"HD - KENAI -
 Store 8938","10480 SPUR HIGHWAY
KENAI, AK  99611
(907) 283-2228"
-149.418668,61.574109,"HD - WASILLA -
 Store 1304","1255 PALMER WASILLA HWY
WASILLA, AK  99654
(907) 357-8181"
-85.975311,32.936597,"HD - ALEXANDER CITY -
 Store 6889","1460 HWY 280
ALEXANDER CITY, AL  35010
(256) 234-6399"
-86.729397,33.53022,"HD - BIRMINGHAM -
 Store 880","7001 CRESTWOOD BLVD
BIRMINGHAM, AL  35210
(205) 595-7780"
-86.691064,33.418863,"HD - BIRMINGHAM -
 Store 875","4995 HWY 280
BIRMINGHAM, AL  35242
(205) 995-9357"
-86.811223,33.378263,"HD - BIRMINGHAM -
 Store 881","3670 GALLERIA CIRCLE
BIRMINGHAM, AL  35244
(205) 988-8141"
-87.900976,30.655006,"HD - DAPHNE -
 Store 863","7100 HWY 90
DAPHNE, AL  36526
(251) 625-0890"
-87.00169,34.55929,"HD - DECATUR -
 Store 884","1225 WIMBERLY DR SW
DECATUR, AL  35603
(256) 353-2031"
-85.427459,31.246638,"HD - DOTHAN -
 Store 808","3489 ROSS CLARK CIRCLE
DOTHAN, AL  36303
(334) 677-2790"
-86.921615,33.477209,"HD - FAIRFIELD -
 Store 882","6405 FLINTRIDGE DRIVE
FAIRFIELD, AL  35064
(205) 781-0110"
-87.628518,34.835416,"HD - FLORENCE -
 Store 8577","351 SEVILLE STREET
FLORENCE, AL  35630
(256) 764-5037"
-87.682959,30.372301,"HD - FOLEY -
 Store 802","2899 S MCKENZIE STREET
FOLEY, AL  36535
(251) 955-2401"
-86.601024,34.741196,"HD - HUNTSVILLE -
 Store 804","1035 MEMORIAL PKWY
HUNTSVILLE, AL  35801
(256) 536-2216"
-86.566976,34.644054,"HD - HUNTSVILLE -
 Store 888","10012 S MEMORIAL PKWY
HUNTSVILLE, AL  35803
(256) 881-8270"
-87.25376,33.84516,"HD - JASPER -
 Store 810","1808 HIGHWAY 78 E
JASPER, AL  35501
(205) 221-0367"
-86.737581,34.756052,"HD - MADISON -
 Store 803","4045 LAWSON'S RIDGE DR
MADISON, AL  35757
(256) 837-6658"
-88.134783,30.674127,"HD - MOBILE -
 Store 865","851 MONT LIMAR DR
MOBILE, AL  36609
(251) 380-0017"
-88.225322,30.674456,"HD - MOBILE -
 Store 801","755 SCHLLINGER RD
MOBILE, AL  36695
(251) 634-0351"
-86.132759,32.357342,"HD - MONTGOMERY -
 Store 813","10655 CHANTILLY PKWY
MONTGOMERY, AL  36117
(334) 260-8702"
-86.220878,32.350832,"HD - MONTGOMERY -
 Store 883","2312 EASTERN BLVD
MONTGOMERY, AL  36117
(334) 272-8552"
-85.406349,32.619787,"HD - OPELIKA -
 Store 816","2190 TIGERTOWN PARKWAY
OPELIKA, AL  36801
(334) 737-0136"
-85.784446,33.606226,"HD - OXFORD -
 Store 866","350 CRYSTAL WATER DRIVE
OXFORD, AL  36203
(256) 832-2279"
-86.810111,33.284361,"HD - PELHAM -
 Store 805","3191 PELHAM PKWY
PELHAM, AL  35124
(205) 685-1837"
-86.273974,33.608072,"HD - PELL CITY -
 Store 818","289 VAUGHAN LANE
PELL CITY, AL  35125
(205) 338-1070"
-85.007749,32.45438,"HD - PHENIX CITY -
 Store 817","3784 HWY 280-431 NORTH
PHENIX CITY, AL  36867
(334) 297-2045"
-86.402139,32.44992,"HD - PRATTVILLE -
 Store 806","2710 LEGENDS PARKWAY
PRATTVILLE, AL  36066
(334) 285-1693"
-86.010434,34.667964,"HD - SCOTTSBORO -
 Store 812","24635 JOHN T REID PKWY
SCOTTSBORO, AL  35768
(256) 575-2100"
-86.285372,33.172655,"HD - SYLACAUGA -
 Store 809","41310 US HWY 280
SYLACAUGA, AL  35150
(256) 245-4953"
-86.640895,33.60045,"HD - TRUSSVILLE -
 Store 887","1600 GADSDEN HWY
TRUSSVILLE, AL  35173
(205) 661-9415"
-87.518868,33.196761,"HD - TUSCALOOSA -
 Store 877","1601 13TH AVE EAST
TUSCALOOSA, AL  35404
(205) 633-2038"
-91.617427,35.764629,"HD - BATESVILLE -
 Store 1411","3000 E HARRISON STREET
BATESVILLE, AR  72501
(870) 307-0300"
-92.586754,34.576249,"HD - BENTON -
 Store 1405","17060 INTERSTATE 30
BENTON, AR  72015
(501) 860-6288"
-92.036157,34.973488,"HD - CABOT -
 Store 1412","555 GOING ROAD
CABOT, AR  72023
(501) 941-4350"
-92.412622,35.085713,"HD - CONWAY -
 Store 1407","500 ELSINGER CENTER
CONWAY, AR  72032
(501) 329-6763"
-92.667994,33.236725,"HD - EL DORADO -
 Store 8537","507 WEST 19TH STREET
EL DORADO, AR  71730
(870) 875-1427"
-94.147226,36.123451,"HD - FAYETTEVILLE -
 Store 1403","675 E JOYCE BLVD
FAYETTEVILLE, AR  72703
(479) 571-4700"
-94.377133,35.338653,"HD - FT SMITH -
 Store 1404","5101 PHOENIX AVENUE
FT SMITH, AR  72903
(479) 649-5888"
-93.136248,36.262888,"HD - HARRISON -
 Store 1409","312 HESTER DRIVE
HARRISON, AR  72601
(870) 741-2900"
-90.725199,35.811237,"HD - JONESBORO -
 Store 1406","711 W PARKER
JONESBORO, AR  72404
(870) 268-0619"
-92.381059,34.66964,"HD - LITTLE ROCK -
 Store 8919","11 MABELVALE PLAZA LANE
LITTLE ROCK, AR  72209
(501) 565-7168"
-92.411556,34.751183,"HD - LITTLE ROCK -
 Store 1401","12610 CHENAL PKWY
LITTLE ROCK, AR  72211
(501) 219-9600"
-92.35791,36.329936,"HD - MOUNTAIN HOME -
 Store 1410","100 PENDELLA DRIVE
MOUNTAIN HOME, AR  72653
(870) 492-2270"
-92.218869,34.789422,"HD - NORTH LITTLE ROCK -
 Store 1402","4325 E MCCAIN BLVD
NORTH LITTLE ROCK, AR  72117
(501) 945-3500"
-94.182984,36.316418,"HD - ROGERS -
 Store 8445","1701 S 46TH STREET
ROGERS, AR  72756
(479) 619-2730"
-112.340803,33.454943,"HD - AVONDALE -
 Store 441","1489 N DYSART RD
AVONDALE, AZ  85323
(623) 925-2896"
-114.566134,35.166111,"HD - BULLHEAD CITY -
 Store 442","660 US HWY 95
BULLHEAD CITY, AZ  86429
(928) 754-5600"
-111.721401,32.879709,"HD - CASA GRANDE -
 Store 408","1546 E FLORENCE BLVD
CASA GRANDE, AZ  85222
(520) 836-1028"
-111.861452,33.305853,"HD - CHANDLER -
 Store 470","1155 W CHANDLER BLVD
CHANDLER, AZ  85224
(480) 899-5013"
-111.967626,33.313653,"HD - CHANDLER -
 Store 476","650 N 54TH ST, SUITE A
CHANDLER, AZ  85226
(480) 753-3320"
-111.841024,33.245631,"HD - CHANDLER -
 Store 417","4141 S ARIZONA AVE
CHANDLER, AZ  85248
(480) 802-7117"
-111.798919,33.279957,"HD - CHANDLER -
 Store 8582","2530 E GERMANN RD
CHANDLER, AZ  85249
(480) 786-5402"
-112.002832,34.720833,"HD - COTTONWOOD -
 Store 423","1030 S HIGHWAY 260
COTTONWOOD, AZ  86326
(928) 649-3758"
-111.670134,35.187882,"HD - FLAGSTAFF -
 Store 482","1325 W ROUTE 66
FLAGSTAFF, AZ  86001
(928) 556-1529"
-111.579497,35.225518,"HD - FLAGSTAFF -
 Store 421","5005 E MARKETPLACE DR #110
FLAGSTAFF, AZ  86004
(928) 526-1692"
-111.755414,33.336904,"HD - GILBERT -
 Store 471","745 S VAL VISTA DR
GILBERT, AZ  85234
(480) 497-1466"
-112.186529,33.582137,"HD - GLENDALE -
 Store 405","5902 W PEORIA AVE
GLENDALE, AZ  85302
(623) 487-7357"
-112.204956,33.638476,"HD - GLENDALE -
 Store 459","6880 W BELL RD
GLENDALE, AZ  85308
(623) 486-1550"
-112.192439,33.666308,"HD - GLENDALE -
 Store 475","6160 W BEHREND DR
GLENDALE, AZ  85308
(623) 376-0278"
-114.037114,35.234637,"HD - KINGMAN -
 Store 416","3860 STOCKTON HILL RD
KINGMAN, AZ  86401
(928) 681-5600"
-114.275679,34.523573,"HD - LAKE HAVASU CITY -
 Store 403","100 CENTER BLVD
LAKE HAVASU CITY, AZ  86404
(928) 764-5111"
